country,year,suicides_no,population,gdp_for_year,gdp_per_capita,population_change,gdp_per_capita_change,15-24 years,25-34 years,35-54 years,5-14 years,55-74 years,75+ years,mean_age,female
Colombia,2001,2412,36884428,98203546156,2662,632086,-0.03493613824192337,0.21781625568383492,0.1828682011823526,0.255948363900343,0.23269876924755348,0.0908319630170217,0.0198364469688943,31.27721080560067,0.5074069197982412
Colombia,2002,2379,37478276,97933391976,2613,593848,-0.018752391886720246,0.21678190320173746,0.18077354998933248,0.2607844074791487,0.228397298744478,0.09297151235024792,0.020291328235055424,31.546027090467025,0.5075321234093052
Colombia,2003,2269,38044513,94684584163,2489,566237,-0.04981920449979912,0.21545601069988726,0.17903790751638746,0.26533868366247715,0.2239686968788377,0.09550144589838751,0.020697255344022933,31.827045860726358,0.5076641406869895
Colombia,2004,2244,38604716,117074863822,3033,560203,0.1793603692713485,0.2139664749767878,0.17790647650406236,0.26925958994232724,0.21939832428763367,0.09839927329085908,0.02106986099832984,32.114079533702565,0.5077956796780995
Colombia,2005,2102,39172790,146566264837,3742,568074,0.189470871191876,0.2123612844528051,0.1774752321700854,0.27232609676257424,0.21478281225309712,0.10163496141071392,0.021419612950724216,32.40092472351344,0.5079239696738476
Colombia,2006,2177,39708676,162590146096,4095,535886,0.0862026862026862,0.21045078410572038,0.17777671559736719,0.2745959346516615,0.2103524176933021,0.10476846420162687,0.02205568375032197,32.687341678176324,0.5080792167434643
Colombia,2007,2181,40275206,207416494642,5150,566530,0.20485436893203884,0.20832476933823751,0.17868993643384468,0.2760232436799951,0.20610687875811237,0.10822171834453187,0.022633453445278468,32.96756346820423,0.5082102621647671
Colombia,2008,2220,40859129,243982437871,5971,583923,0.13749790654831687,0.20599000042316123,0.17988675186884184,0.2768899944000275,0.20212946781122035,0.11194210723385709,0.023161678262891998,33.24272661318845,0.5083256180032619
Colombia,2009,2249,41436173,233821670544,5643,577044,-0.058125110756689705,0.20345276577544938,0.18090604071954233,0.2776491690002356,0.19847445853650625,0.11586803636523094,0.023649529603035492,33.51682610746895,0.5084388705491697
Colombia,2010,2107,41989103,287018184638,6836,552930,0.17451726155646577,0.20075477678101386,0.18150068602322847,0.2786087618971046,0.19504267571517306,0.11997672348466219,0.024116376098817827,33.79631615374113,0.5085606615602148
Colombia,2011,2044,42538305,335415156702,7885,549202,0.13303741280913126,0.19785132482359136,0.1819187200806426,0.27980247449916024,0.19180042552236154,0.12382808858980159,0.02479896648444267,34.08044161609166,0.5086817869212231
Colombia,2012,2119,43055864,369659700376,8586,517559,0.08164453761938038,0.19481945595145878,0.18194420625260244,0.281211009956739,0.1887240028443048,0.12784990216431377,0.02545142283058122,34.37006536438335,0.5088106001078041
Colombia,2013,2068,43546298,380191881860,8731,490434,0.01660749055091055,0.19174856149654787,0.1816341770315355,0.28275604507184515,0.1856815474876877,0.132091228512697,0.026088440399686788,34.66828133128561,0.5089469832774304
Colombia,2014,2126,44021800,378195716714,8591,475502,-0.016296123850541265,0.18873871581807194,0.1811037485972859,0.28428440000181726,0.18253047353811067,0.13662351380452412,0.026719148240190088,34.977645507453126,0.5090864526212013
Colombia,2015,2332,44490427,291519591533,6552,468627,-0.3112026862026862,0.1858374836456391,0.18041436194802085,0.285674961042743,0.17925022387400327,0.1414626566744347,0.02736031281515909,35.297755290143655,0.5092269849421764
Costa Rica,1985,128,2236200,4796628461,2145,NA,NA,0.25069314014846616,0.1936320543779626,0.19407924157052142,0.2636615687326715,0.08407119220105536,0.01386280296932296,28.835971737769427,0.49575172167069137
Costa Rica,1986,131,2292900,5477895475,2389,56700,0.10213478442863122,0.25068690304854113,0.19364124035064764,0.19407736927035632,0.2636399319638885,0.08408565571983079,0.013868899646735575,28.837280300056698,0.4957477430328405
Costa Rica,1987,119,2400700,5841132962,2433,107800,0.018084669132757913,0.2506352313908443,0.19365185154329986,0.19411005123505645,0.263631440829758,0.08410047069604698,0.013870954304994377,28.83908859915858,0.49577206648060984
Costa Rica,1988,138,2465200,6063759371,2460,64500,0.01097560975609756,0.2506490345610904,0.1936151225052734,0.1940207691059549,0.2637108551030342,0.08413110498134026,0.01387311374330683,28.837214019146522,0.49578127535291255
Costa Rica,1989,167,2556000,6866402028,2686,90800,0.08413998510796723,0.22496087636932707,0.19953051643192488,0.20579029733959311,0.26721439749608766,0.08763693270735524,0.01486697965571205,29.37793427230047,0.4953051643192488
Costa Rica,1990,157,2627800,7403457319,2817,71800,0.04650337238196663,0.21957531014536874,0.20016744044447826,0.20892000913311515,0.26676307177106323,0.08828677981581551,0.01628738869015907,29.58862927163407,0.4950148413121242
Costa Rica,1991,125,2704000,7168999428,2651,76200,-0.06261788004526593,0.21597633136094674,0.20007396449704143,0.21301775147928995,0.2655325443786982,0.08912721893491124,0.016272189349112426,29.73927514792899,0.49556213017751477
Costa Rica,1992,149,2778400,8528593084,3070,74400,0.13648208469055376,0.21228044917938382,0.19914339188021882,0.21746328822343794,0.26446875899798444,0.08983587676360495,0.016808234955369997,29.91847826086956,0.49514108839619925
Costa Rica,1993,164,2853700,9537297507,3342,75300,0.08138839018551765,0.20986789080842416,0.1977082384273049,0.2220275431895434,0.2627816518905281,0.09040894277604514,0.017205732908154327,30.08672950905842,0.4950064828117882
Costa Rica,1994,162,2929100,10432619390,3562,75400,0.06176305446378439,0.2083233757809566,0.19541838790072036,0.22672493257314533,0.26083097197091254,0.09112013929193268,0.01758219248233246,30.25724625311529,0.4950326038714964
Costa Rica,1995,209,3135200,11513472694,3672,206100,0.029956427015250545,0.21108701199285532,0.19220464404184742,0.22958662924215362,0.2581972441949477,0.09147741770859913,0.017447052819596836,30.330281959683592,0.49390788466445523
Costa Rica,1996,209,3192446,11618286553,3639,57246,-0.009068425391591096,0.19828181901902178,0.18765955634018555,0.245684970082501,0.24637754248623156,0.10063286896630358,0.021363243105756526,31.472034295959904,0.49831289237155463
Costa Rica,1997,187,3279559,12552071367,3827,87113,0.049124640710739485,0.199566161182037,0.18370213800087146,0.25012966682410653,0.2431433616531979,0.10165818026143149,0.021800492078355656,31.650479530936934,0.49853593120294526
Costa Rica,1998,223,3365726,13617405420,4046,86167,0.05412753336628769,0.20130842498765497,0.17955828846436103,0.2546787825271576,0.23928596683152462,0.10292430221592608,0.02224423497337573,31.8471616524934,0.4987482641189449
Costa Rica,1999,233,3449923,14195623425,4115,84197,0.016767922235722963,0.2029825013485808,0.1758230546015085,0.2590167954473187,0.23491828658204836,0.10453943464825156,0.022719927372292077,32.06553740474788,0.49893925168764636
Costa Rica,2000,239,3531421,14949514585,4233,81498,0.027876210725253956,0.20424469356669736,0.17284571847989805,0.2629544877260457,0.23015890770315972,0.10654917666287876,0.023247015861320414,32.3064992817339,0.49909767201361716
Costa Rica,2001,198,3606850,15913363335,4412,75429,0.04057116953762466,0.20514077380539805,0.17020696729833512,0.2660848108460291,0.22586245615980705,0.10870926154400655,0.023995730346424163,32.54720462453387,0.4992245311005448
Costa Rica,2002,275,3680372,16504795453,4485,73522,0.016276477146042363,0.20570203229456152,0.16819604105237188,0.26877772138251244,0.2213132259456381,0.11126022043423871,0.024750758890677356,32.803780433064915,0.4993196339935202
Costa Rica,2003,315,3751871,17195867540,4583,71499,0.021383373336242635,0.20588314470300284,0.16688846711414118,0.2710799491773571,0.2165647486280845,0.1140718857338112,0.025511804643603152,33.071738074150204,0.4993961679386098
Costa Rica,2004,325,3820857,18529767934,4850,68986,0.055051546391752575,0.20567008919726648,0.1663579662887148,0.27308297588734676,0.21165932145589328,0.11695622212503634,0.026273425045742357,33.34486346911178,0.499467527834724
Costa Rica,2005,272,3887096,19952156475,5133,66239,0.05513345022404052,0.2050592524599341,0.16661152695997217,0.2748589178142243,0.20659819052578068,0.11982184129231693,0.027050270947771807,33.621856779456955,0.4995441326892878
Costa Rica,2006,350,3953916,22600431878,5716,66820,0.10199440167949615,0.20416442837935858,0.16759915992145508,0.2762468904245816,0.20170433565103557,0.12233896724159037,0.027946218381978777,33.88687822401892,0.4996175943039761
Costa Rica,2007,270,4015241,26743874206,6661,61325,0.1418705900015013,0.202864535403977,0.16935645954999962,0.2774386394241342,0.19661908214226742,0.12489511837521085,0.028826165104410918,34.15732081835188,0.4997027575679766
Costa Rica,2008,261,4072561,30612932876,7517,57320,0.11387521617666622,0.2012070537433325,0.17158171479813317,0.2784950305225631,0.1913670538022635,0.1276376216341511,0.029711525499556666,34.43946450403076,0.4997987752669635
Costa Rica,2009,278,4128459,30562361123,7403,55898,-0.015399162501688504,0.19925715624159038,0.1738416198392669,0.27947619196412027,0.18603115593493844,0.13077397644011968,0.03061989957996434,34.740131850649355,0.49989935712090156
Costa Rica,2010,311,4184663,37268635287,8906,56204,0.16876263193352795,0.19702757426344725,0.17582084865615225,0.28038984262293043,0.18079592072288736,0.13439361783732645,0.031572195897256246,35.05990088090726,0.5000022701947564
Costa Rica,2011,316,4235514,42262697840,9978,50851,0.10743635999198237,0.19458488391255466,0.17750738163065924,0.2810832404284344,0.1761339945990026,0.138034014289647,0.032656485139702054,35.375017058142184,0.5001253684912859
Costa Rica,2012,302,4290210,46473128286,10832,54696,0.07884047267355983,0.1918589066735661,0.1788453245878407,0.28166733096981267,0.17186105109073915,0.14203150894711447,0.03373587773092693,35.69577596434673,0.5002417131096146
Costa Rica,2013,311,4347229,49745088112,11443,57019,0.0533950887005156,0.18881660018370322,0.17977865900324091,0.28214432688041047,0.16808592323983854,0.14634724786754966,0.03482724282525719,36.01993246732573,0.50035229338045
Costa Rica,2014,268,4403674,50577769838,11485,56445,0.0036569438397910316,0.18541654082477496,0.18030149370729986,0.2825427131981159,0.164856889951436,0.15093964721275915,0.03594271510561409,36.34657447395062,0.5004566641399886
Croatia,1995,929,4497400,22387561845,4978,NA,NA,0.14586205363098678,0.15697958820651933,0.29112376039489485,0.142860319295593,0.21396807044069907,0.04920620803130698,40.246253390848054,0.5174767643527372
Croatia,1996,1001,4220800,23678012697,5610,-276600,0.11265597147950089,0.14478297952994693,0.16117797573919637,0.2803496967399545,0.14717589082638363,0.2151961713419257,0.05131728582259287,40.16821455648218,0.5215125094768764
Croatia,1997,946,4295100,23822087053,5546,74300,-0.01153984853948792,0.1447696211962469,0.16118367441968756,0.28031943377336965,0.14719098507601686,0.21517543246955834,0.05136085306512072,40.16926264813392,0.5214546809154618
Croatia,1998,1029,4227900,25432144406,6015,-67200,0.07797173732335827,0.14477636651765652,0.16119113507888078,0.2803282953712245,0.1471652593486128,0.21521322642446605,0.051325717259159395,40.169232952529626,0.521464556872206
Croatia,1999,989,4283800,23386945597,5459,55900,-0.1018501557061733,0.14475465708016247,0.16114197674961483,0.2802651851160185,0.14713572062187777,0.21518278164246696,0.05151967878985947,40.17869648442971,0.5214762593958635
Croatia,2000,926,4118000,21774273832,5288,-165800,-0.03233736762481089,0.14439048081593006,0.16075764934434192,0.27977173385138415,0.1468431277319087,0.21515298688683826,0.05308402136959689,40.26578436134045,0.5214424477901894
Croatia,2001,881,4180633,23289671102,5571,62633,0.05079877939328666,0.14453241889445928,0.14110973146889477,0.30713650301282125,0.12369227339496196,0.22690893938788695,0.05662013384097576,41.74379812817819,0.5203078098460209
Croatia,2002,874,4217300,26878499206,6373,36667,0.1258434018515613,0.14324330732933394,0.14020819007421811,0.3075901643231451,0.12263770658952411,0.22694615038057525,0.05937448130320347,41.937376994759674,0.5203566262774761
Croatia,2003,865,4225600,34658113497,8202,8300,0.222994391611802,0.1418970087088224,0.14035876561908367,0.30743563044301403,0.1214265429761454,0.22728133282847407,0.06160071942446043,42.106919727375995,0.520328474062855
Croatia,2004,871,4229600,41574530816,9829,4000,0.16553057279479091,0.14006052581804426,0.14159731416682428,0.3056553811235105,0.119822205409495,0.22803574806128238,0.06482882542084357,42.3346179307736,0.5202383204085492
Croatia,2005,874,4235875,45416358502,10722,6275,0.08328670024249207,0.13795378758816065,0.14296526691651665,0.30473066367633606,0.11844022781597663,0.22927092985510666,0.06663912414790332,42.512251896007314,0.5201258299642931
Croatia,2006,796,4234946,50453577898,11914,-929,0.10005036091992614,0.13607587912573146,0.14473360463155846,0.30312806822094074,0.11632781149983967,0.23011627539052446,0.06961836113140522,42.742685502955645,0.5198271713500007
Croatia,2007,775,4230855,60093222709,14204,-4091,0.1612221909321318,0.13388735846536928,0.14561170259912004,0.30261542879630715,0.11445937050548885,0.23103911620700782,0.0723870234267069,42.97882579289529,0.5196020662490206
Croatia,2008,793,4225583,70481451449,16680,-5272,0.14844124700239808,0.13186961420471446,0.14658663668421612,0.3007992033288661,0.11229148735215945,0.23364302629956624,0.07481003213047761,43.23951984850375,0.519442405935465
Croatia,2009,790,4216050,62703143057,14872,-9533,-0.12157073695535234,0.1294254100402035,0.14764601937832805,0.2995683163150342,0.1103340804781727,0.23553159948292834,0.07749457430533319,43.498396603455845,0.5192592592592593
Croatia,2010,776,4203963,59829574391,14232,-12087,-0.044969083754918496,0.12714621893675088,0.14812689835757356,0.2972573735782166,0.10881946392011538,0.23875566935294149,0.07989437585440215,43.76164823524851,0.5190426271591829
Croatia,2011,702,4189029,62375044443,14890,-14934,0.04419073203492277,0.12610320912077716,0.147655459057457,0.29564655675575413,0.10676650841997036,0.24171997854395375,0.08210828810208762,44.01449118638234,0.5189226429322882
Croatia,2012,776,4054296,56565475275,13952,-134733,-0.06723050458715596,0.12388833967722139,0.14249896899486372,0.29231264811449387,0.1052774637076326,0.24850331598876846,0.08751926351701997,44.551432603835536,0.5191900147399203
Croatia,2013,692,4044457,58085856019,14362,-9839,0.02854755605068932,0.12310824419693422,0.1416679667999932,0.29099431641874296,0.10389355109969027,0.25051916734434315,0.08981675414029622,44.7640536170863,0.519098608292782
Croatia,2014,722,4030452,57629518806,14299,-14005,-0.004405902510665081,0.12195431182408326,0.14003020008673966,0.28950450222456436,0.10336235241109434,0.25333312491998417,0.091815508533534207,44.97228970844957,0.5190358302245008
Croatia,2015,739,4001669,49425513611,12351,-28783,-0.15772002267022914,0.12091529809187117,0.1377467751580653,0.2877979163194157,0.1034898188730752,0.25627307006151684,0.09377712149605577,45.16531852084717,0.519129393260662
Cuba,1992,2299,9915600,22085858243,2227,NA,NA,0.21440961716890555,0.2002299406995038,0.25462906934527413,0.158053975553673,0.13326475452821815,0.03941264270442535,35.346222114647624,0.49864859413449514
Cuba,1993,2374,10004200,22367254865,2236,88600,0.004025044722719142,0.2036144819175946,0.20725295375942104,0.25438315907318926,0.15955298774514703,0.13504328182163491,0.04015313568301313,35.523480138341895,0.49883049119369866
Cuba,1994,2278,10089300,28448326757,2820,85100,0.20709219858156028,0.19260999276461202,0.21293845955616347,0.25519114309218677,0.16132932909121545,0.1371552040280297,0.040775871467792615,35.718285708622005,0.49896424925416033
Cuba,1995,2222,10168400,30429803651,2993,79100,0.057801536919478785,0.18203453837378544,0.21673026238149562,0.25782817355729515,0.1625722827583494,0.13959915030879982,0.041235592620274576,35.94955941937768,0.4991149049998033
Cuba,1996,2014,10241600,25017300000,2443,73200,-0.2251330331559558,0.17195555381971567,0.21854007186377128,0.2625468676769255,0.16307022340259333,0.14237033276050617,0.04151695047648805,36.223636931729416,0.4992579284486799
Cuba,1997,2029,10260492,25366200000,2472,18892,0.011731391585760517,0.1615433256027099,0.2193602412048077,0.2656312192436776,0.16546321560408603,0.14361884400864988,0.044383154336068875,36.52750374933288,0.49803108856768274
Cuba,1998,2056,10307978,25736331247,2497,47486,0.010012014417300761,0.15299508788241495,0.21652878964235275,0.2747056697249451,0.16506117882673013,0.14595151444832344,0.04475775947523365,36.859390367344595,0.4984413043954886
Cuba,1999,2050,10350039,28364615242,2741,42061,0.08901860634804816,0.14651751553786416,0.21218567388973122,0.28416714178564934,0.16357513242220634,0.14845973044159544,0.04509480592295353,37.202134214180255,0.4988129996418371
Cuba,2000,1845,10397209,30565400000,2940,47170,0.06768707482993197,0.14255142894597964,0.20641856867549743,0.293230327485001,0.16136849802673006,0.1510262994617113,0.045404877405080535,37.528759400719935,0.4990722029344606
Cuba,2001,1652,10433428,31682400000,3037,36219,0.0319394138952914,0.1410327459009637,0.19951189580260678,0.30194639767485815,0.15820322908252207,0.15310442550617112,0.04620130603287817,37.85453064898708,0.49917170080629303
Cuba,2002,1606,10479415,33590500000,3205,45987,0.052418096723868955,0.14192748354750717,0.191339020355621,0.31021846162214206,0.15440098516949657,0.15520398800887264,0.04691006129636053,38.158175337077495,0.4991896971348114
Cuba,2003,1499,10531074,35901200000,3409,51659,0.05984159577588736,0.14432858415010663,0.18231388365517134,0.31793917695384155,0.1503803885529624,0.15748089890926603,0.04755706777865202,38.44566423139747,0.49915678116021217
Cuba,2004,1515,10578701,38203000000,3611,47627,0.05594018277485461,0.14682927516336836,0.1730312634793251,0.32511676055500577,0.14665354470270026,0.16021069127485502,0.0481584648247455,38.73147752261833,0.4991249870848982
Cuba,2005,1397,10616406,42643836075,4017,37705,0.1010704505850137,0.14853491850255163,0.16399890885860996,0.3317800769865056,0.14336744468890886,0.16357390627298918,0.048744744690434785,39.030050753522424,0.4991353947842613
Cuba,2006,1376,10653638,52742800000,4951,37232,0.18864875782670168,0.1498257215047104,0.15537753394661993,0.33772998481833155,0.1398070781079665,0.16700783338048467,0.05025184824188695,39.38067681668928,0.4992627870404457
Cuba,2007,1307,10678023,58603900000,5488,24385,0.09784985422740525,0.15046483791990334,0.1469981849636398,0.34308513851300004,0.1365009234387302,0.17126513025866305,0.051685784906063605,39.74860795860807,0.4993817675800099
Cuba,2008,1377,10693814,60806300000,5686,15791,0.03482237073513894,0.1503818001697056,0.13949363622744887,0.34768474559217133,0.1333642047636138,0.1759610743182928,0.0531145389287676,40.1241063291357,0.4994962508231394
Cuba,2009,1477,10708230,62080000000,5797,14416,0.019147835087114023,0.1496060506731738,0.13378532213073496,0.3512944716353683,0.13021003471161902,0.18047483104117112,0.054629289807932774,40.4903858994437,0.49961095344422
Cuba,2010,1558,10725848,64328000000,5997,17618,0.03335000833750208,0.14812460515942422,0.1304231609472743,0.35369016976559803,0.12702053954148892,0.18444760731272716,0.05629391727348737,40.8355274100472,0.4997389483796526
Cuba,2011,1529,10748034,68990000000,6419,22186,0.06574232746533729,0.14607601725115496,0.12968539176560104,0.35475678621783296,0.12419796960076605,0.18708714542585184,0.05819668973879316,41.12550025427906,0.4999008190707249
Cuba,2012,1495,10770535,73141000000,6791,22501,0.054778383154174645,0.14317403917261307,0.13137898906600276,0.3547477446570667,0.12136453760189257,0.18921659880405198,0.06011809069837292,41.391260972644346,0.5000384846249513
Cuba,2013,1499,10792690,77148000000,7148,22155,0.049944040290990484,0.13973448695366958,0.13458683608998312,0.3534596101620634,0.11865243975320333,0.19151870386344833,0.06204792317763227,41.64729089782065,0.5001627027182287
Cuba,2014,1453,10813411,80656100000,7459,20721,0.041694597130982704,0.13625534070609172,0.13787018730722433,0.35063006483338144,0.11623825266606438,0.19504576308067825,0.06396039140655987,41.91655574730305,0.5002765547337469
Cuba,2015,1511,10832068,87132800000,8044,18657,0.07272501243162606,0.13304587822011457,0.14029241692352742,0.34617000188698965,0.11424272816603441,0.2003914672618377,0.06585750754149623,42.21310095172962,0.5003833063086384
Cyprus,1999,1,856733,10614455232,12389,NA,NA,0.18115678980499175,0.16710457050212843,0.28290610960474266,0.16665285450659656,0.15569027923518763,0.04648939634635295,37.105043228170274,0.4970475048819177
Cyprus,2000,7,875229,10183317625,11635,18496,-0.06480446927374302,0.18280815649390045,0.16618165074511929,0.2832630088811043,0.16365659730196325,0.1577952741511079,0.04629531242680487,37.21680840100134,0.49677627226702953
Cyprus,2004,7,690616,17422375000,25227,-184613,0.5387878067150276,0.16747367567504953,0.15070748433282752,0.29324979438646076,0.15033824875183893,0.18221413926118132,0.05601665759264193,39.17565622574629,0.5110365239148817
Cyprus,2005,17,701263,18703146375,26671,10647,0.05414120205466612,0.16750776812693668,0.15339608677486194,0.2917963731153647,0.14546753500469867,0.18554094540849866,0.05629129156963935,39.382471340994755,0.5112005053738754
Cyprus,2006,19,713426,20403713461,28600,12163,0.06744755244755245,0.16763616689046937,0.15610588904805825,0.29045899644812495,0.14047147146305294,0.18813864367152305,0.05718883247877145,39.60133216339186,0.5112709657343578
Cyprus,2007,19,728566,24077470572,33048,15140,0.1345921084483176,0.16951518462294424,0.15811333496210364,0.29039098722696366,0.13362825056343558,0.19034926142586944,0.05800298119868344,39.84053606673932,0.5112481230252304
Cyprus,2008,41,747034,27839460964,37267,18468,0.11321007862183702,0.16954917714588627,0.16176907610630842,0.29033350557002763,0.1277733008136176,0.19241025174222323,0.05816468862193688,40.03746148100354,0.5117424374258736
Cyprus,2009,32,767174,25942622951,33816,20140,-0.10205228294298557,0.16879091314356326,0.1664081420903211,0.2894806132637446,0.12261755481807256,0.19434313467349,0.0583596420108085,40.2137389953257,0.5129214493713291
Cyprus,2010,38,787081,25562251656,32477,19907,-0.041229177571820055,0.16729409044304208,0.17146646914358243,0.28769720016110156,0.11820384433114253,0.19659348910722022,0.058744906813911146,40.39018220488107,0.5142228055308158
Cyprus,2011,30,800820,27427161523,34249,13739,0.05173873689742766,0.16483229689568193,0.17808121675282834,0.28882645288579206,0.11481481481481481,0.19694687944856523,0.05649833920231762,40.38832696486102,0.5150183561849104
Cyprus,2012,36,814305,25041372222,30752,13485,-0.11371618106139438,0.15887044780518356,0.17924610557469253,0.2898655909026716,0.1127771535235569,0.2010917285292366,0.05814897366465882,40.74014036509662,0.5154493709359516
Cyprus,2013,45,813016,24084572491,29624,-1289,-0.03807723467458817,0.1511187971700434,0.17757338108967105,0.29081715488994064,0.1123237427061706,0.2070746455174314,0.061092278626742894,41.21228241510622,0.5151719031359776
Cyprus,2014,44,804818,23359294149,29024,-8198,-0.020672546857772877,0.149212617014033,0.17505199933401092,0.28616159181330436,0.11414257633402831,0.21112599370292415,0.06430522180169927,41.44364315907447,0.5159216120911808
Cyprus,2015,40,796037,19676167240,24718,-8781,-0.17420503276964155,0.14626330183144753,0.17366906312143782,0.2830848314839637,0.115068771928943,0.21547867749865898,0.06643535413554898,41.67796220527438,0.5155313132429774
Czech Republic,1990,1997,9710900,40477403220,4168,NA,NA,0.15764759188128805,0.14397223738273487,0.2933198776632444,0.16183875850848017,0.18721230781904868,0.056009226745203845,39.2194853206191,0.5157194492786457
Czech Republic,1991,1904,9667500,29675502270,3070,-43400,-0.35765472312703583,0.1622342901474011,0.1408844065166796,0.29750193948797515,0.15587276958882854,0.18929402637703646,0.05421256788207913,39.32971295577968,0.516400310318076
Czech Republic,1992,1991,9681900,34590052812,3573,14400,0.14077805765463197,0.16674413080077258,0.13899131368842893,0.3015523812474824,0.15039403422881872,0.19075801237360435,0.051560127660893004,39.36030118055341,0.5162623038866339
Czech Republic,1993,1917,9703400,40614350197,4186,21500,0.1464405160057334,0.1708782488612239,0.13788981181853782,0.3044602922686893,0.145268668714059,0.1925819815734691,0.04892099676402086,39.383772698229485,0.5161180617103284
Czech Republic,1994,1872,9723700,47554674591,4891,20300,0.14414230218769167,0.17419295124283965,0.1383115480732643,0.3058815060110863,0.14054320886082458,0.19355800775424992,0.047512778057735225,39.423161965095595,0.5159147238191224
Czech Republic,1995,1733,9744300,59775697061,6134,20600,0.20264101728073036,0.17568219369272292,0.13995874511252732,0.30587112465749206,0.13697238385517688,0.19346694990917768,0.04804860277290313,39.505813655162505,0.5157066182280923
Czech Republic,1996,1568,9763900,66985765439,6861,19600,0.1059612301413788,0.17506324317127378,0.14211534325423242,0.3052059115722201,0.1348129333565481,0.19316051987423058,0.049642048771494994,39.6221284527699,0.5154088018107519
Czech Republic,1997,1666,9786700,61792161168,6314,22800,-0.08663287931580614,0.17309205350118018,0.14490073262693248,0.30445400390325644,0.13297638632021008,0.19286378452389466,0.05171303912452614,39.77081140731809,0.5151378912197165
Czech Republic,1998,1613,9808300,66490372105,6779,21600,0.0685941879333235,0.1695808651856081,0.14812964530040884,0.30364079402139005,0.13113383562900807,0.1936523148761763,0.053862544987408625,39.97639754085825,0.514941427158631
Czech Republic,1999,1610,9819215,64867483193,6606,10915,-0.026188313654253708,0.16450449450388854,0.15179706320719122,0.30319358523059126,0.12884013640601616,0.19572603308920317,0.05593868756310968,40.25309507939281,0.514745934374591
Czech Republic,2000,1649,9819742,61649492817,6278,527,-0.052245938196877985,0.15900438117416935,0.156272231999578,0.30328067682429943,0.1255264140340958,0.19807506144255113,0.05784123452530627,40.56253310932201,0.5145771650619742
Czech Republic,2001,1623,9838083,67523642262,6863,18341,0.08523969109718782,0.15491808719239308,0.16081242656724892,0.3015326258174484,0.12237160430543227,0.20146313057127085,0.05890212554620651,40.81720290426499,0.5135975169146265
Czech Republic,2002,1534,9752463,81910771994,8399,-85620,0.1828789141564472,0.14979815868053023,0.16478934603494522,0.29834565893764475,0.11860244945302535,0.20779417466131375,0.06067021223254064,41.21481209413459,0.5145711396187814
Czech Republic,2003,1719,9748550,99627140274,10220,-3913,0.17818003913894326,0.14573510932395073,0.16951095291094573,0.29468495314687826,0.11469890393956024,0.21323335265244575,0.062136728026219286,41.54963250945013,0.5142627365095321
Czech Republic,2004,1583,9746647,119162172468,12226,-1903,0.16407655815475217,0.1419637953441835,0.17364710140830997,0.29213985076098475,0.1107089443169533,0.21789975568008157,0.0636405524894869,41.8750027573585,0.5141867762318673
Czech Republic,2005,1565,9761733,136280689891,13961,15086,0.12427476541795,0.13918112695768262,0.17618090968068886,0.2905034382726919,0.10670789705065689,0.22224691046149286,0.06517971757678682,42.19510869637593,0.5135564556006602
Czech Republic,2006,1400,9780319,155463807113,15896,18586,0.12172873678912934,0.13791002113530243,0.1769194849370455,0.2892110165322828,0.1026419485908384,0.22659843712664177,0.06671909167788903,42.5067214065308,0.5129920608929014
Czech Republic,2007,1379,9818295,189227050760,19273,37976,0.17521921859596326,0.13696013411697244,0.17671856467950903,0.288742801066784,0.0990102660390628,0.23055836069297164,0.0680098734047001,42.7914210155633,0.5122312988151202
Czech Republic,2008,1379,9899594,235718586901,23811,81299,0.1905841837806056,0.13598971836622795,0.17525243964550466,0.2898638065359044,0.09591544865375287,0.23409636799246514,0.06888221880614498,43.05164585537548,0.5109615606458204
Czech Republic,2009,1464,9937407,206179982164,20748,37813,-0.14762868710237131,0.13396824745127175,0.17179401024834748,0.29270814811147416,0.09398186066043183,0.23803442890081888,0.06951330462765588,43.32573930000049,0.5102897566739493
Czech Republic,2010,1502,9945273,207477857919,20862,7866,0.00546448087431694,0.13026037595951362,0.16733256090607065,0.2960629637818891,0.09392612952907377,0.24237182830476348,0.07004614151868933,43.59536988074637,0.5105415406897327
Czech Republic,2011,1590,9906318,227948349666,23010,-38955,0.09335071707953065,0.12460623614142005,0.16056328900404773,0.3002364753483585,0.09504086180152908,0.24879930161741223,0.07075383608723242,43.956104074187806,0.5103332035171897
Czech Republic,2012,1658,9923127,207376427021,20898,16809,-0.10106230261269021,0.12005620808843825,0.1558172136666194,0.30324543866061576,0.09720363349174106,0.2525496247301884,0.07112788136239716,44.15531716967847,0.510148464289533
Czech Republic,2013,1577,9936780,209402444996,21073,13653,0.008304465429696768,0.11545611354986222,0.1512054206694724,0.3064007656403785,0.10010274958286286,0.25520067869068247,0.07163427186674154,44.31130406429447,0.5101253122238794
Czech Republic,2014,1489,9963127,207818330724,20859,26347,-0.010259360467903543,0.11099808323230247,0.14691632456356324,0.31018323865589587,0.10313619408846239,0.2563547568950993,0.07241140256467674,44.435087498131864,0.5100541225661381
Czech Republic,2015,1387,9989325,186829940546,18703,26198,-0.11527562423140672,0.10687979418028745,0.14373393597665507,0.31341557112217294,0.10597172481624134,0.25637107612376214,0.0736278977808811,44.53552317098504,0.5098345483803961
Denmark,1994,999,4874900,156162311732,32034,NA,NA,0.14502861597160968,0.16548031754497528,0.30517549077929806,0.11548954850355905,0.19450655398059447,0.07431947321996349,41.71285564832099,0.5079693942439845
