country_year,suicides_no,population,gdp_for_year,country,year,15-24 years,25-34 years,35-54 years,5-14 years,55-74 years,75+ years,female
Albania1987,73,2709600,2156624900,Albania,1987,0.22239444936521996,0.19615441393563626,0.21656333038086803,0.2395925597874225,0.10411130794213168,0.02118393858872158,0.4860126956008267
Albania1988,NA,2764300,2126000000,Albania,1988,0.2224071193430525,0.1961798647035416,0.21654668451325834,0.2395543175487465,0.10407698151430742,0.02123503237709366,0.48605433563650835
Albania1989,68,2803100,2335124988,Albania,1989,0.22239663229995363,0.19617566265919875,0.21654596696514572,0.23959188041810853,0.10406335842460133,0.021226499232992045,0.4863543933502194
Albania1992,47,2822500,709452584,Albania,1992,0.19702391496899913,0.18171833480956598,0.23627989371124888,0.24786536758193092,0.11493356953055801,0.02217891939769708,0.5042338352524358
Albania1993,73,2807300,1228071038,Albania,1993,0.18829480283546468,0.1752217433120792,0.24275994728030492,0.2519502725038293,0.11915363516546147,0.0226195989028604,0.5084600862038258
Albania1994,50,2849300,1985673798,Albania,1994,0.1841855894430211,0.17284947180009125,0.2475344821535114,0.25135998315375707,0.12143333450321131,0.02263713894640789,0.5071772014178921
Albania1995,88,2903400,2424499009,Albania,1995,0.18071915685058895,0.17114417579389682,0.2522215333746642,0.24977612454363848,0.12344148239994489,0.022697527037266654,0.5076117655162913
Albania1996,89,2940200,3314898292,Albania,1996,0.1807019930616965,0.17114482008026666,0.25222773960955036,0.24981293789538125,0.12346098904836406,0.022651520304741175,0.5088089245629549
Albania1997,170,2977300,2359903108,Albania,1997,0.18083498471769724,0.17126255332012225,0.25220837671715984,0.2496557283444732,0.12336680885365936,0.02267154804688812,0.5135189601316629
Albania1998,154,3012700,2707123772,Albania,1998,0.1807016961529525,0.17117535765260397,0.25236498821654996,0.24967637003352475,0.12347727951671258,0.022604308427656254,0.5102731768845222
Albania1999,139,3029700,3414760915,Albania,1999,0.18067795491302768,0.17123807637719907,0.25240122784434105,0.24969468924315938,0.12344456546852824,0.022543486153744595,0.509390368683368
Albania2000,54,2796300,3632043908,Albania,2000,0.18020241032793333,0.17086864785609557,0.25279834066444945,0.2501877480956979,0.12352036619819047,0.0224224868576333,0.49079140292529416
Albania2001,119,2799349,4060758804,Albania,2001,0.18840023162528144,0.15334100892743277,0.26756828105391645,0.22466366287304657,0.13805674104943685,0.02797007447088591,0.5032348592476322
Albania2002,133,2818839,4435078648,Albania,2002,0.1912266007388148,0.15253478471101045,0.2686396775410018,0.2214823194939477,0.1382987818743816,0.027817835640843624,0.5033054388704001
Albania2003,124,2843929,5746945913,Albania,2003,0.19583611264556886,0.15062752973087584,0.27003346426721625,0.21508307696851786,0.13967261489298782,0.02874720149483338,0.5034141147686879
Albania2004,146,2874991,7314865176,Albania,2004,0.20140445657047273,0.1482881163801904,0.272419287573422,0.20483055425216984,0.1429719258251591,0.030085659398585943,0.5035177501425222
Albania2005,0,2783320,8158548717,Albania,2005,0.20249091013609646,0.13231105298708018,0.2754821579983617,0.204046246928129,0.1527370190994927,0.03293261285084,0.5029705531523504
Albania2006,0,2780176,8992642349,Albania,2006,0.20495716817928072,0.12966193507173646,0.2761774794113754,0.19782704404325482,0.15656095153688113,0.03481542175747147,0.502669255471596
Albania2007,124,2770344,10701011897,Albania,2007,0.20554450999587054,0.12854829580730767,0.2781015642822696,0.1910611101004063,0.16073094171698532,0.0360135780971605,0.502411252898557
Albania2008,160,2757059,12881352688,Albania,2008,0.20412149322883552,0.12894827422989497,0.2796280384279045,0.18452706307699618,0.16507445070997756,0.037700680326391275,0.5022282802072788
Albania2009,0,2745735,12044212904,Albania,2009,0.20156752199320035,0.13026275296050055,0.2799436216532185,0.1781603104451085,0.170399546933699,0.03966624601427304,0.5018907505640566
Albania2010,96,2736025,11926953259,Albania,2010,0.1984956277811789,0.13278350892261584,0.28004276276715306,0.16992096197951406,0.17665883900914647,0.042098299540391626,0.5013214426037774
Antigua and Barbuda1985,0,62574,240923926,Antigua and Barbuda,1985,0.24572506152715184,0.20037076101895357,0.19405823504970116,0.23401093105762777,0.10389299069901237,0.021942020647553295,0.5160609837951865
Antigua and Barbuda1986,0,61270,290440148,Antigua and Barbuda,1986,0.24858821609270443,0.19964093357271095,0.19663783254447528,0.22415537783580872,0.10665905010608781,0.024318589848212828,0.5167781948751428
Antigua and Barbuda1987,0,60261,337174852,Antigua and Barbuda,1987,0.2489835880586117,0.19903420122467266,0.19890144537926685,0.217752775426893,0.10846152569655333,0.026866464214002423,0.5174988798725544
Antigua and Barbuda1988,0,59564,398637741,Antigua and Barbuda,1988,0.2454838493049493,0.1992310791753408,0.2002551876972668,0.2162715734336176,0.10947887986031832,0.029279430528507153,0.5179470821301457
Antigua and Barbuda1989,NA,59238,438794778,Antigua and Barbuda,1989,0.2376683885343867,0.2007832810020595,0.19971977446909078,0.21985887437118065,0.11038522569971977,0.03158445592356258,0.5181133731726256
Antigua and Barbuda1990,1,59334,459469074,Antigua and Barbuda,1990,0.22626150267974518,0.20408197660700442,0.19708767317221154,0.22732328850237637,0.1113695351737621,0.03387602386490039,0.5178986752957832
Antigua and Barbuda1991,0,60394,481706333,Antigua and Barbuda,1991,0.21518693909991057,0.20783521541875022,0.20399377421598172,0.23027121899526443,0.1079908600192072,0.03472199225088585,0.517203695731364
Antigua and Barbuda1992,0,61741,499281148,Antigua and Barbuda,1992,0.203916360279231,0.21151260912521663,0.21105910173142645,0.23274647317017866,0.10526230543722971,0.035503150256717575,0.5158808571289742
Antigua and Barbuda1993,1,63315,535172778,Antigua and Barbuda,1993,0.19349285319434573,0.21451472794756377,0.21846323935876175,0.2341783147753297,0.1033088525625839,0.03604201216141514,0.5147279475637685
Antigua and Barbuda1994,0,65044,589429593,Antigua and Barbuda,1994,0.1853975770247832,0.21580776090031364,0.2262468482873132,0.23393395240145132,0.10223848471803702,0.036375376668101596,0.5144978783592645
Antigua and Barbuda1995,0,66846,577280741,Antigua and Barbuda,1995,0.18029500643269605,0.21476228944140263,0.23426981419980253,0.23213056877000868,0.10216018909134428,0.03638213206474583,0.5155731083385693
Antigua and Barbuda1998,0,72225,727860593,Antigua and Barbuda,1998,0.17230875735548631,0.21635167878158532,0.2589269643475251,0.21999307718933886,0.09877466251298027,0.03364485981308411,0.5269089650398061
Antigua and Barbuda1999,0,73832,766198926,Antigua and Barbuda,1999,0.1684093617943439,0.21385036298623902,0.2688265250839744,0.21831996966085165,0.0981146386390725,0.03247914183551848,0.5303797811247156
Antigua and Barbuda2000,2,75326,830158778,Antigua and Barbuda,2000,0.1646045190239758,0.20938321429519688,0.2797573215091735,0.217879616599846,0.09716432573082336,0.03121100284098452,0.5322066749860606
Antigua and Barbuda2001,2,76497,800740259,Antigua and Barbuda,2001,0.1697582911748173,0.20257003542622587,0.2834490241447377,0.2142044786070042,0.09776853994274286,0.03224963070447207,0.531798632626116
Antigua and Barbuda2002,0,77588,814615333,Antigua and Barbuda,2002,0.17543950095375574,0.19430839820590812,0.28824044955405476,0.2112182296231376,0.09765685415270403,0.03313656751043976,0.5299273083466516
Antigua and Barbuda2003,1,78658,855643111,Antigua and Barbuda,2003,0.18032495105392968,0.18516870502682498,0.29400696686923133,0.2095654606015917,0.09723105087848662,0.033702865569935674,0.52726995346945
Antigua and Barbuda2004,2,79722,919577148,Antigua and Barbuda,2004,0.18333709641002482,0.17670153784400794,0.29976668924512684,0.209277238403452,0.09725044529740849,0.03366699279997993,0.5247861318080329
Antigua and Barbuda2005,0,80809,1022191296,Antigua and Barbuda,2005,0.1842987786013934,0.1704141865386281,0.304582410375082,0.20965486517590862,0.09782326226039179,0.03322649704859607,0.5229368015938819
Antigua and Barbuda2006,0,81973,1157005444,Antigua and Barbuda,2006,0.18470715967452697,0.16367584448537933,0.3120051724348261,0.20806851036316837,0.0988496212167421,0.03269369182535713,0.5218059604991887
Antigua and Barbuda2007,NA,83131,1311401333,Antigua and Barbuda,2007,0.18456412168745714,0.15913437827044064,0.31745077047070286,0.20592799316741048,0.10090098759788767,0.032021748806101216,0.5215623533940408
Antigua and Barbuda2008,NA,84273,1368431037,Antigua and Barbuda,2008,0.1840684442229421,0.15644393815338245,0.3210992844683351,0.20333914776974832,0.1037698907123278,0.03127929467326427,0.5219583971141409
Antigua and Barbuda2009,NA,85405,1224253000,Antigua and Barbuda,2009,0.1836894795386687,0.15504947017153561,0.3232480533926585,0.20037468532287336,0.10704291317838534,0.03059539839587846,0.522486973830572
Antigua and Barbuda2012,NA,88703,1211411704,Antigua and Barbuda,2012,0.18407494673235403,0.15607138428238052,0.32099252561920116,0.1902528663066638,0.11844018804324544,0.030168089016155034,0.5228797222190906
Antigua and Barbuda2013,0,89779,1192925407,Antigua and Barbuda,2013,0.18439724211675337,0.1579322558727542,0.3178694349458114,0.18665834994820615,0.12280154601855668,0.030341171097918222,0.522605509083416
Antigua and Barbuda2014,0,90837,1280133333,Antigua and Barbuda,2014,0.18434118255776832,0.15969263626055463,0.3148276583330581,0.18308618734656582,0.12756916234574017,0.030483173156312954,0.5224192784878409
Antigua and Barbuda2015,1,91889,1364863037,Antigua and Barbuda,2015,0.18383049113604458,0.16105300960942007,0.3122571798583073,0.1796406533970334,0.13262740915669993,0.03059125684249475,0.5222605534938893
Argentina1985,1988,27090800,88416668900,Argentina,1985,0.17605238678813473,0.16313287167599333,0.24737549278721926,0.2214552541822316,0.1587623842780575,0.033221610288363575,0.5053708269966187
Argentina1986,2284,27244400,110934442763,Argentina,1986,0.1760545286370777,0.16313444230740998,0.2473719369852153,0.2214510137863194,0.15876290173393431,0.03322517655004331,0.50537725183891
Argentina1987,2286,27599400,111106191358,Argentina,1987,0.17605455191054878,0.16313398117350378,0.24737494293354204,0.22145408958165758,0.1587643209634992,0.033218113437248634,0.5053696819496076
Argentina1988,2354,28308000,126206817196,Argentina,1988,0.17602797795676134,0.15910696622862794,0.2476685036032217,0.22343507135792,0.1586477320898686,0.0351137487636004,0.5060053695068532
Argentina1989,2247,28702000,76636898036,Argentina,1989,0.1771305135530625,0.15772420040415303,0.2482056999512229,0.22277193226952827,0.1585603790676608,0.03560727475437252,0.5062016584210159
